9847464;11414501
59791128;60825196
1286098;2299163
3449680;3953869
3276446;3799279
180466926;185061153
4005568;5891614
4797263;5003075
1168945;1709852
980510;1941770
2120855;3570657
529720;1687928
4821457;5151743
107285809;107527120
730459;1078471
2716518;3017695
6225196;6567453
35851986;36075137
4067760;4397335
20629295;21492455
854833;2978564
4831914;5341218
1822632;2032432
4014693;4352645
1288714;2278695
42463532;44555931
2047189;2558477
12790983;13426172
