28110623;28793024
57240241;57813357
1005907;3898338
45640876;50430011
6075965;7072471
87761461;88313088
918575;1769721
15066519;15328682
616078;1852189
1685247;1896683
621350;1014775
421429;602359
2342906;2693982
2482279;2701676
2270475;3677253
19492065;19718533
2317704;5016810
5271651;5773811
1287947;1681135
428781;609687
552548;887325
435706;640525
2101250;3383533
18000841;18238493
617020;924503
521164;715772
496586;1438279
397426;2448567
1303533;1566604
339584;3580889
